genename,Tce_WB_log2FC_SB,Tce_WB_FDR_SB,Tce_WB_sexbias,Tce_WB_log2FC_SA,Tce_WB_FDR_SA,scaf_name,linkagegroup,chr_type
RBBH-13117,-0.44343597,0.651702105,Unbiased,0.38649977,0.917143489,CM009480.1,LG5,A
RBBH-13119,-0.039551149,0.96206693,Unbiased,-0.033548461,0.99203662,CM009477.1,LG2,A
RBBH-1312,-0.862691354,0.378037823,Unbiased,-0.794745154,0.729251336,CM009479.1,LG4,A
RBBH-13120,0.290604213,0.572392117,Unbiased,-0.29065813,0.87001758,CM009479.1,LG4,A
RBBH-13122,-0.358032768,0.578471605,Unbiased,0.433905381,0.839558253,CM009477.1,LG2,A
RBBH-13125,4.176384058,0.007388734,female_biased,-0.175808669,0.982421204,CM009477.1,LG2,A
RBBH-13126,0.291031867,0.472635557,Unbiased,-0.398809515,0.642051559,CM009483.1,LG8,A
RBBH-13127,0.285732822,0.523481615,Unbiased,0.037121274,0.987057414,CM009480.1,LG5,A
RBBH-13128,0.154293576,0.735966443,Unbiased,-0.215022999,0.89471414,CM009477.1,LG2,A
RBBH-13129,-0.572964728,0.342310251,Unbiased,0.341814953,0.866251376,CM009477.1,LG2,A
RBBH-1313,-0.546602083,0.144984262,Unbiased,0.231109414,0.89471414,CM009477.1,LG2,A
RBBH-13130,0.487384978,0.223965577,Unbiased,-0.208267029,0.899683717,CM009472.1,LG1,A
RBBH-13131,-0.354527996,0.621023852,Unbiased,0.226177323,0.94213596,CM009474.1,LG11,A
RBBH-13132,0.854397175,0.059662543,Unbiased,0.05281849,0.982327568,PGFK01002391.1,NA,NA
RBBH-13133,0.612663636,0.435150231,Unbiased,-1.47055707,0.093705175,CM009473.1,LG10,A
RBBH-13134,0.491592049,0.217472189,Unbiased,0.204376714,0.915447323,CM009479.1,LG4,A
RBBH-13135,-0.158022271,0.818046475,Unbiased,-1.255966477,0.062695191,PGFK01002657.1,NA,NA
RBBH-13136,-1.149552951,0.124846412,Unbiased,0.000856847,0.999658304,CM009474.1,LG11,A
RBBH-13137,0.264492577,0.554826281,Unbiased,-0.715368056,0.178003433,CM009473.1,LG10,A
RBBH-13139,-0.876061856,0.585961388,Unbiased,0.615516845,0.910412527,CM009479.1,LG4,A
RBBH-1314,-0.173988874,0.835049758,Unbiased,NA,NA,CM009480.1,LG5,A
RBBH-13140,-1.215589109,0.16349289,Unbiased,0.405558559,0.924231715,CM009476.1,LG13,X
RBBH-13142,0.189525948,0.795505377,Unbiased,-0.079274015,0.977420535,CM009480.1,LG5,A
RBBH-13143,0.094457961,0.85896975,Unbiased,-0.745651643,0.212783363,CM009479.1,LG4,A
RBBH-13145,-0.35802853,0.461194099,Unbiased,0.09128497,0.976711142,CM009476.1,LG13,X
RBBH-13147,-0.590165838,0.344983266,Unbiased,0.740852176,0.402439454,CM009483.1,LG8,A
RBBH-13148,0.066743158,0.909153557,Unbiased,0.580066714,0.55667011,CM009479.1,LG4,A
RBBH-13150,0.122630376,0.885395033,Unbiased,0.677430275,0.784661056,CM009482.1,LG7,A
RBBH-13152,0.115552057,0.820945832,Unbiased,0.020424178,0.993146651,CM009481.1,LG6,A
RBBH-13153,-0.283247905,0.760448564,Unbiased,-0.481837817,0.815367141,CM009480.1,LG5,A
RBBH-13154,0.358042958,0.541704064,Unbiased,-0.351281703,0.866997569,CM009483.1,LG8,A
RBBH-13155,-0.389260309,0.532836033,Unbiased,0.84169732,0.378440341,CM009479.1,LG4,A
RBBH-13156,0.279458764,0.624424342,Unbiased,0.001008354,0.99945435,PGFK01002391.1,NA,NA
RBBH-13157,-0.153670177,0.818123527,Unbiased,0.13592354,0.965681626,CM009474.1,LG11,A
RBBH-13158,-0.021105925,0.973260611,Unbiased,-0.033416078,0.989080055,PGFK01002215.1,NA,NA
RBBH-13159,1.019923699,0.026612782,female_biased,-0.75384139,0.339531522,CM009476.1,LG13,X
RBBH-1316,0.579647446,0.420980078,Unbiased,-0.179082486,0.942168093,CM009479.1,LG4,A
RBBH-13160,-0.138707484,0.867228442,Unbiased,0.104350239,0.976896941,CM009478.1,LG3,A
RBBH-13161,0.051204339,0.94388022,Unbiased,-1.100818494,0.071859289,CM009483.1,LG8,A
RBBH-13162,-0.169753696,0.795335236,Unbiased,-0.024625484,0.993096996,CM009472.1,LG1,A
RBBH-13164,0.150426262,0.868604428,Unbiased,1.011798521,0.253624866,CM009483.1,LG8,A
RBBH-13165,-0.691117661,0.07954095,Unbiased,0.139706835,0.96281612,CM009484.1,LG9,A
RBBH-13166,-1.259867637,0.010171062,male_biased,-0.599446774,0.740883512,CM009479.1,LG4,A
RBBH-13167,0.198746414,0.703286339,Unbiased,-0.288200446,0.866251376,CM009484.1,LG9,A
RBBH-13168,0.159053225,0.836977244,Unbiased,-0.058949811,0.983288495,PGFK01000791.1,NA,NA
RBBH-13169,0.375617668,0.347474845,Unbiased,0.282722535,0.814998252,CM009483.1,LG8,A
RBBH-1317,1.452245684,0.011991404,female_biased,-0.296578802,0.930656026,CM009480.1,LG5,A
RBBH-13170,-0.277230841,0.547705594,Unbiased,-0.267248204,0.866251376,CM009472.1,LG1,A
RBBH-13171,1.12156174,0.028819179,female_biased,-0.14675543,0.964215484,CM009480.1,LG5,A
RBBH-13172,0.168668781,0.771101018,Unbiased,-0.562409623,0.544778713,CM009481.1,LG6,A
RBBH-13173,0.013245253,0.983048231,Unbiased,-0.126586995,0.9552072,CM009481.1,LG6,A
RBBH-13174,0.182440191,0.867812173,Unbiased,NA,NA,CM009480.1,LG5,A
RBBH-13175,-0.390852587,0.389230017,Unbiased,0.242530251,0.896550346,CM009477.1,LG2,A
RBBH-13176,0.164348068,0.785921913,Unbiased,-0.538343106,0.638212734,CM009478.1,LG3,A
RBBH-13177,-0.97188102,0.055218385,Unbiased,0.352903788,0.891651246,CM009477.1,LG2,A
RBBH-13179,-0.278521718,0.738252018,Unbiased,0.838763239,0.528726116,CM009472.1,LG1,A
RBBH-1318,1.34200874,0.006266132,female_biased,-0.33560817,0.88660581,CM009481.1,LG6,A
RBBH-13181,0.107405447,0.860822926,Unbiased,-0.071099283,0.977001374,CM009483.1,LG8,A
RBBH-13182,-0.396806447,0.522850638,Unbiased,0.736686209,0.398491066,CM009482.1,LG7,A
RBBH-13183,-0.204687683,0.816596813,Unbiased,0.309850495,0.897632883,CM009481.1,LG6,A
RBBH-13184,-0.202105303,0.833392752,Unbiased,0.344267222,0.904484612,CM009474.1,LG11,A
RBBH-13185,0.329596769,0.629644627,Unbiased,0.018067447,0.995764028,CM009481.1,LG6,A
RBBH-13187,0.152779086,0.83970545,Unbiased,-0.471631135,0.786744022,CM009477.1,LG2,A
RBBH-13188,-0.931693044,0.005413596,male_biased,0.469742885,0.625463712,CM009479.1,LG4,A
RBBH-13190,-0.768212247,0.138818282,Unbiased,-0.260145853,0.90992928,CM009479.1,LG4,A
RBBH-13192,-0.170509038,0.775883811,Unbiased,0.231947196,0.913458548,CM009478.1,LG3,A
RBBH-13193,0.384376314,0.439664908,Unbiased,-0.447823718,0.674815187,CM009479.1,LG4,A
RBBH-13194,-0.591107819,0.242168728,Unbiased,0.137008519,0.963096573,CM009483.1,LG8,A
RBBH-13195,0.304434928,0.551051306,Unbiased,0.33486317,0.814579429,CM009484.1,LG9,A
RBBH-13198,0.392801234,0.381425399,Unbiased,-0.018702088,0.994341402,CM009481.1,LG6,A
RBBH-1320,-0.182551009,0.75390386,Unbiased,-0.330186246,0.820756913,CM009480.1,LG5,A
RBBH-13200,-0.840453588,0.134226159,Unbiased,0.208561362,0.942986478,CM009472.1,LG1,A
RBBH-13201,0.76085774,0.100726619,Unbiased,-0.17514003,0.944022962,CM009479.1,LG4,A
RBBH-13203,-1.413247906,6.38E-05,male_biased,0.314649986,0.835820875,CM009477.1,LG2,A
RBBH-13204,0.618658959,0.350480471,Unbiased,NA,NA,CM009480.1,LG5,A
RBBH-13205,0.400183188,0.379691276,Unbiased,-0.801986337,0.129037547,CM009472.1,LG1,A
RBBH-13208,0.581698631,0.136184985,Unbiased,0.13255912,0.955667026,CM009479.1,LG4,A
RBBH-13209,-0.733468843,0.351678289,Unbiased,0.080208959,0.982421204,CM009481.1,LG6,A
RBBH-1321,0.696205201,0.214360718,Unbiased,0.104921272,0.974800993,CM009478.1,LG3,A
RBBH-13211,-0.665100937,0.376618317,Unbiased,0.326819506,0.94213596,CM009482.1,LG7,A
RBBH-13213,0.074517646,0.912078962,Unbiased,0.242554091,0.90651243,CM009478.1,LG3,A
RBBH-13215,-0.217990709,0.823975493,Unbiased,0.415644251,0.88681341,PGFK01001247.1,NA,NA
RBBH-13216,-0.290561256,0.54634074,Unbiased,0.096403452,0.969965601,PGFK01001247.1,NA,NA
RBBH-13218,0.354175186,0.467608429,Unbiased,0.565298054,0.495437219,CM009478.1,LG3,A
RBBH-13219,-0.068361844,0.903574469,Unbiased,0.004422346,0.997856784,CM009479.1,LG4,A
RBBH-1322,0.015094987,0.982187186,Unbiased,0.13486674,0.954768731,CM009481.1,LG6,A
RBBH-13221,0.172236836,0.751759116,Unbiased,-0.159331783,0.938549605,CM009479.1,LG4,A
RBBH-13222,-0.749266808,0.569821477,Unbiased,NA,NA,CM009473.1,LG10,A
RBBH-13226,0.192067926,0.722671848,Unbiased,-0.201366666,0.914652644,CM009482.1,LG7,A
RBBH-13228,0.740619695,0.624929987,Unbiased,0.282990347,0.967168048,CM009474.1,LG11,A
RBBH-13229,-0.019928148,0.993421336,Unbiased,0.278283003,0.969965601,CM009482.1,LG7,A
RBBH-1323,1.101896821,0.151056651,Unbiased,0.021444043,0.995764028,CM009478.1,LG3,A
RBBH-13230,-1.45138244,1.31E-05,male_biased,0.198143271,0.913458548,CM009478.1,LG3,A
RBBH-13231,-0.160533169,0.878693657,Unbiased,NA,NA,CM009477.1,LG2,A
RBBH-13233,0.128960119,0.901364406,Unbiased,0.485170457,0.88681341,CM009484.1,LG9,A
RBBH-13235,-0.337758721,0.771366713,Unbiased,-0.281059858,0.955087211,CM009472.1,LG1,A
RBBH-13236,-0.493528725,0.33242707,Unbiased,1.525480749,0.000249887,PGFK01002082.1,NA,NA
RBBH-13237,0.366904518,0.516060954,Unbiased,-0.29845632,0.869482147,CM009482.1,LG7,A
RBBH-13238,0.25094206,0.604008997,Unbiased,-0.230705673,0.911046962,CM009482.1,LG7,A
RBBH-13239,-1.301656624,0.009897265,male_biased,0.083779967,0.979178367,CM009478.1,LG3,A
RBBH-1324,-2.041163047,0.11060778,Unbiased,-1.491628148,0.59613979,CM009476.1,LG13,X
RBBH-13240,-0.039620758,0.943431724,Unbiased,-0.150001048,0.944022962,CM009478.1,LG3,A
RBBH-13241,-0.451575226,0.304140084,Unbiased,0.606433138,0.388365827,CM009481.1,LG6,A
RBBH-13242,-0.682756281,0.127828215,Unbiased,0.116102982,0.965681626,CM009482.1,LG7,A
RBBH-13243,-0.271685149,0.587667884,Unbiased,-0.124528729,0.963952656,CM009480.1,LG5,A
RBBH-13245,-0.042265281,0.96757027,Unbiased,0.391186594,0.89471414,CM009481.1,LG6,A
RBBH-13246,0.680203943,0.359266268,Unbiased,0.159525252,0.962260904,CM009483.1,LG8,A
RBBH-13247,0.068397946,0.93405121,Unbiased,0.911067961,0.266513437,CM009484.1,LG9,A
RBBH-13248,0.597712677,0.249082426,Unbiased,-0.853066552,0.25226288,CM009478.1,LG3,A
RBBH-13249,0.325756733,0.637460266,Unbiased,0.581961645,0.594519633,CM009479.1,LG4,A
RBBH-13250,0.253138732,0.690463876,Unbiased,-1.50383048,0.030807593,CM009476.1,LG13,X
RBBH-13251,0.139206566,0.851203495,Unbiased,-0.244564245,0.920576632,PGFK01002832.1,NA,NA
RBBH-13252,1.727356146,0.006045217,female_biased,0.201018814,0.956361748,CM009478.1,LG3,A
RBBH-13253,0.302166071,0.553858192,Unbiased,-0.125274326,0.966453694,CM009474.1,LG11,A
RBBH-13254,-0.829527867,0.01837249,male_biased,0.277679391,0.866227447,CM009476.1,LG13,X
RBBH-13255,-0.212933519,0.659043628,Unbiased,-0.294065266,0.827795135,CM009478.1,LG3,A
RBBH-13256,-1.409763845,0.096647126,Unbiased,0.113217935,0.979252021,CM009483.1,LG8,A
RBBH-13257,-0.088099342,0.859162323,Unbiased,-0.475095555,0.515383485,CM009478.1,LG3,A
RBBH-13258,-0.239298307,0.616685279,Unbiased,0.763254609,0.148095053,CM009480.1,LG5,A
RBBH-13259,0.26702879,0.524871139,Unbiased,-0.361365121,0.713559878,PGFK01003056.1,NA,NA
RBBH-1326,1.06742974,0.031220741,female_biased,-0.263527891,0.913458548,CM009480.1,LG5,A
RBBH-13260,-0.40450323,0.514353814,Unbiased,0.396205139,0.843056728,CM009475.1,LG12,A
RBBH-13261,0.071079989,0.912820434,Unbiased,-0.407700664,0.798740789,CM009479.1,LG4,A
RBBH-13262,0.475112831,0.265799857,Unbiased,-0.07309928,0.974800993,CM009472.1,LG1,A
RBBH-13263,0.410985756,0.399441484,Unbiased,0.041824824,0.987057414,CM009481.1,LG6,A
RBBH-13264,0.392509029,0.435401711,Unbiased,0.296620925,0.863310187,CM009478.1,LG3,A
RBBH-13266,0.482692767,0.236264777,Unbiased,-0.322576421,0.784499182,CM009478.1,LG3,A
RBBH-13267,0.053321723,0.943431724,Unbiased,-0.146582247,0.96281612,CM009477.1,LG2,A
RBBH-13268,-0.078114732,0.922486205,Unbiased,-0.715180492,0.560950857,CM009482.1,LG7,A
RBBH-13269,0.482134093,0.402770199,Unbiased,-0.336068154,0.837858931,CM009476.1,LG13,X
RBBH-1327,0.249733949,0.721996843,Unbiased,0.412751994,0.839558253,CM009478.1,LG3,A
RBBH-13270,0.225308628,0.781759678,Unbiased,0.076908893,0.9806066,PGFK01001531.1,NA,NA
RBBH-13271,-0.822735977,0.200969965,Unbiased,-0.146103507,0.969965601,CM009482.1,LG7,A
RBBH-13272,0.502646074,0.208944013,Unbiased,-0.356510402,0.747411425,CM009478.1,LG3,A
RBBH-13273,1.651930686,0.013300189,female_biased,-1.35276912,0.22629169,CM009480.1,LG5,A
RBBH-13275,0.405341178,0.554237256,Unbiased,0.050525617,0.983288495,CM009479.1,LG4,A
RBBH-13276,0.07734494,0.937649625,Unbiased,-0.263669563,0.93846249,CM009477.1,LG2,A
RBBH-13278,0.167728001,0.782201048,Unbiased,-0.194480224,0.930671427,CM009478.1,LG3,A
RBBH-1328,-0.241972301,0.598894935,Unbiased,0.148741415,0.945573623,CM009483.1,LG8,A
RBBH-13280,5.086410524,0.000919621,female_biased,-1.852683713,0.734289435,PGFK01002391.1,NA,NA
RBBH-13281,-0.263536044,0.712050614,Unbiased,1.123037851,0.091095683,CM009481.1,LG6,A
RBBH-13283,-0.182514973,0.718691903,Unbiased,-0.315187904,0.858395821,CM009479.1,LG4,A
RBBH-13284,-1.724965254,0.112917779,Unbiased,0.747052867,0.863544655,CM009472.1,LG1,A
RBBH-13285,-0.694548496,0.073464745,Unbiased,0.059771304,0.979252021,CM009479.1,LG4,A
RBBH-13287,-0.300403583,0.733057393,Unbiased,0.29478703,0.932825873,PGFK01003638.1,NA,NA
RBBH-13288,0.846264155,0.301306575,Unbiased,-0.022482909,0.995474592,CM009483.1,LG8,A
RBBH-13289,-0.024478572,0.968608008,Unbiased,-0.153542731,0.938549605,CM009482.1,LG7,A
RBBH-13290,-0.119444543,0.888052465,Unbiased,0.047999522,0.991184867,PGFK01003638.1,NA,NA
RBBH-13291,0.046804156,0.962826771,Unbiased,-0.492843911,0.798567424,CM009483.1,LG8,A
RBBH-13292,0.366907469,0.620706766,Unbiased,-0.065473588,0.982910185,PGFK01000442.1,NA,NA
RBBH-13293,1.527416697,0.325541774,Unbiased,-1.248785876,0.678075283,CM009479.1,LG4,A
RBBH-13294,-0.078723007,0.893751451,Unbiased,-0.854286093,0.149207112,CM009484.1,LG9,A
RBBH-13295,0.492685396,0.197056938,Unbiased,-0.318578849,0.793064167,CM009479.1,LG4,A
RBBH-13296,0.001813486,0.997885792,Unbiased,-0.66424546,0.26805813,CM009481.1,LG6,A
RBBH-13297,-0.122447087,0.884634817,Unbiased,-0.267168911,0.912594783,CM009483.1,LG8,A
RBBH-13298,-0.212463513,0.843648427,Unbiased,0.118535313,0.978326748,CM009473.1,LG10,A
RBBH-133,0.023995031,0.982643752,Unbiased,0.540615781,0.646072196,CM009484.1,LG9,A
RBBH-13300,-1.474866723,0.00460769,male_biased,0.843621511,0.560645085,CM009472.1,LG1,A
RBBH-13303,-0.314109018,0.465779818,Unbiased,0.164485692,0.931281876,CM009478.1,LG3,A
RBBH-13304,0.008381359,0.990830893,Unbiased,-0.549372833,0.612457223,CM009472.1,LG1,A
RBBH-13305,0.789677753,0.072668927,Unbiased,0.959424661,0.057676127,CM009482.1,LG7,A
RBBH-13307,-1.721990966,4.24E-05,male_biased,-0.168326897,0.94642689,CM009483.1,LG8,A
RBBH-13308,0.115564448,0.884634817,Unbiased,-0.20057836,0.944632517,CM009479.1,LG4,A
RBBH-13309,0.876509118,0.62233988,Unbiased,-1.11796739,0.832456644,PGFK01000366.1,NA,NA
RBBH-1331,-0.270883167,0.686257224,Unbiased,-1.0041413,0.15737232,CM009472.1,LG1,A
RBBH-13310,-0.871711014,0.087863642,Unbiased,0.547225389,0.65455253,CM009478.1,LG3,A
RBBH-13311,-1.401153516,0.282580614,Unbiased,0.677482853,0.866251376,CM009472.1,LG1,A
RBBH-13312,-2.005481175,0.006274228,male_biased,0.022850796,0.995764028,CM009478.1,LG3,A
RBBH-13314,-1.652078968,0.105629164,Unbiased,-0.797366363,0.839558253,CM009477.1,LG2,A
RBBH-13315,-0.0126398,0.985293559,Unbiased,-0.286074196,0.868931967,CM009475.1,LG12,A
RBBH-13316,0.151828159,0.875192237,Unbiased,-0.27309526,0.930529832,CM009481.1,LG6,A
RBBH-13318,0.904742993,0.175750327,Unbiased,0.456938322,0.897632883,PGFK01001247.1,NA,NA
RBBH-13319,1.678621698,7.24E-06,female_biased,0.059865654,0.983968305,CM009479.1,LG4,A
RBBH-1332,-0.127837883,0.818580304,Unbiased,-0.159128802,0.946130054,CM009479.1,LG4,A
RBBH-13321,-0.303033333,0.523735329,Unbiased,-0.546684676,0.462680244,CM009473.1,LG10,A
RBBH-13323,-0.35563087,0.55849013,Unbiased,0.301984253,0.886438527,CM009481.1,LG6,A
RBBH-13324,-0.04304882,0.944492051,Unbiased,0.230468244,0.902932832,CM009472.1,LG1,A
RBBH-13325,1.056539225,0.050680917,Unbiased,-0.067063135,0.985650746,CM009483.1,LG8,A
RBBH-13328,0.705535099,0.138897361,Unbiased,-0.039223452,0.989081617,CM009478.1,LG3,A
RBBH-13329,0.700172571,0.092992682,Unbiased,-0.213225189,0.919272171,CM009474.1,LG11,A
RBBH-1333,0.27841716,0.662279283,Unbiased,0.504639308,0.558089442,PGFK01000689.1,NA,NA
RBBH-13330,-0.628190083,0.286437376,Unbiased,0.032443778,0.993054497,CM009473.1,LG10,A
RBBH-13331,-0.195609659,0.766716185,Unbiased,0.245371313,0.934432261,PGFK01001881.1,NA,NA
RBBH-13333,0.045839416,0.947116374,Unbiased,-0.398546649,0.757717913,CM009473.1,LG10,A
RBBH-13334,1.132713961,0.025504369,female_biased,-0.585714833,0.605080979,CM009478.1,LG3,A
RBBH-13335,-0.159707045,0.803523666,Unbiased,-0.167917319,0.949123908,CM009478.1,LG3,A
RBBH-13336,0.509853845,0.281955622,Unbiased,-0.004212686,0.998250829,CM009472.1,LG1,A
RBBH-13337,-1.147269244,0.006753266,male_biased,0.131044675,0.967324937,PGFK01001832.1,NA,NA
RBBH-13338,-0.13002172,0.89055845,Unbiased,NA,NA,CM009479.1,LG4,A
RBBH-13339,1.299810088,0.073966668,Unbiased,-0.755801527,0.672262305,CM009484.1,LG9,A
RBBH-1334,-0.555375524,0.214866306,Unbiased,0.527809299,0.572813462,CM009479.1,LG4,A
RBBH-13341,-0.133708257,0.821211573,Unbiased,0.238113255,0.902529512,CM009479.1,LG4,A
RBBH-13342,-1.024977336,0.016300368,male_biased,-0.099615725,0.974800993,CM009479.1,LG4,A
RBBH-13343,0.391188913,0.349996898,Unbiased,-0.429372869,0.625463712,CM009479.1,LG4,A
RBBH-13344,-0.029736295,0.962703539,Unbiased,-0.912231411,0.074672059,CM009478.1,LG3,A
RBBH-13345,0.295766442,0.555345346,Unbiased,-0.020150236,0.995115917,CM009483.1,LG8,A
RBBH-13346,-2.069023129,0.093159638,Unbiased,-1.262839875,0.732229633,CM009476.1,LG13,X
RBBH-13347,0.380715213,0.386120922,Unbiased,0.090495969,0.972571733,CM009478.1,LG3,A
RBBH-13348,0.873204667,0.011168222,female_biased,-0.962194964,0.314829036,CM009475.1,LG12,A
RBBH-13349,0.580058476,0.135749414,Unbiased,-0.624390625,0.395523248,CM009480.1,LG5,A
RBBH-1335,0.246083066,0.685726034,Unbiased,-0.850272746,0.327859302,CM009479.1,LG4,A
RBBH-13351,-0.494088182,0.610090671,Unbiased,-0.434875467,0.911009073,CM009483.1,LG8,A
RBBH-13353,0.786419975,0.033578119,female_biased,-0.318040427,0.83405915,CM009478.1,LG3,A
RBBH-13356,-1.242554389,0.003789535,male_biased,-0.411150976,0.758733484,PGFK01001659.1,NA,NA
RBBH-13357,0.816354332,0.140566398,Unbiased,0.272435418,0.929531412,CM009478.1,LG3,A
RBBH-13358,-0.45689246,0.59704821,Unbiased,0.405187756,0.902622286,CM009484.1,LG9,A
RBBH-13360,-0.331598175,0.669060861,Unbiased,-0.2555055,0.941052164,PGFK01000663.1,NA,NA
RBBH-13361,1.102211852,0.013055347,female_biased,-0.147013873,0.962260904,CM009480.1,LG5,A
RBBH-13362,0.111822088,0.832374426,Unbiased,-0.045123295,0.982334829,CM009482.1,LG7,A
RBBH-13363,0.045173574,0.961128883,Unbiased,0.061180293,0.982910185,CM009478.1,LG3,A
RBBH-13364,-0.033453581,0.961956003,Unbiased,-0.077261933,0.977050728,CM009480.1,LG5,A
RBBH-13366,-0.856072619,0.060449833,Unbiased,-0.304510796,0.89617789,CM009478.1,LG3,A
RBBH-13367,-0.118133689,0.840448057,Unbiased,0.299138492,0.84961633,CM009483.1,LG8,A
RBBH-13368,0.714746809,0.178841359,Unbiased,0.472569094,0.715600316,CM009473.1,LG10,A
RBBH-13369,0.083471511,0.894851136,Unbiased,-0.115891395,0.966642261,CM009475.1,LG12,A
RBBH-1337,0.878881624,0.04339898,female_biased,-0.655669359,0.427496696,CM009479.1,LG4,A
RBBH-13370,0.934419224,0.086417521,Unbiased,-0.23422639,0.929598356,CM009476.1,LG13,X
RBBH-13371,-0.619193994,0.223107381,Unbiased,0.152931701,0.958759034,CM009478.1,LG3,A
RBBH-13372,-0.240392248,0.616812564,Unbiased,-0.122446502,0.96281612,PGFK01001788.1,NA,NA
RBBH-13373,0.165816716,0.832822667,Unbiased,-0.709703693,0.682396351,PGFK01003056.1,NA,NA
RBBH-13375,-0.39893054,0.498531009,Unbiased,0.118848841,0.970082051,CM009480.1,LG5,A
RBBH-13376,0.516778683,0.530677504,Unbiased,0.354810329,0.919205559,CM009476.1,LG13,X
RBBH-13377,0.359375528,0.569890313,Unbiased,-0.011709512,0.996110977,CM009481.1,LG6,A
RBBH-13378,-1.190371173,0.130922195,Unbiased,-1.482746347,0.156432469,CM009483.1,LG8,A
RBBH-13379,-0.164496898,0.837210231,Unbiased,-0.813627551,0.272916969,CM009473.1,LG10,A
RBBH-1338,-0.345316029,0.432171464,Unbiased,-0.06113381,0.979086298,CM009476.1,LG13,X
RBBH-13380,0.012757298,0.985361081,Unbiased,0.307869725,0.836535266,CM009483.1,LG8,A
RBBH-13381,-0.555851958,0.574391499,Unbiased,0.630801481,0.831351744,CM009476.1,LG13,X
RBBH-13382,1.880288448,0.009912888,female_biased,0.666086954,0.730991734,CM009482.1,LG7,A
RBBH-13383,-0.714867713,0.175996252,Unbiased,-0.311972308,0.902622286,CM009481.1,LG6,A
RBBH-13384,1.445498601,0.012780147,female_biased,0.170153454,0.968837926,CM009482.1,LG7,A
RBBH-13385,0.191735742,0.807065785,Unbiased,0.441190092,0.805131199,CM009476.1,LG13,X
RBBH-13386,-1.15935107,0.022708261,male_biased,-0.121524476,0.969965601,PGFK01000791.1,NA,NA
RBBH-13387,-0.050776048,0.922217993,Unbiased,0.093647362,0.969684091,CM009472.1,LG1,A
RBBH-13389,0.336749654,0.565716543,Unbiased,-0.134552765,0.969956462,CM009478.1,LG3,A
RBBH-1339,0.659579469,0.053832654,Unbiased,-0.379915363,0.679098187,CM009472.1,LG1,A
RBBH-13390,1.736373025,0.000135899,female_biased,0.344663978,0.88660581,PGFK01001788.1,NA,NA
RBBH-13391,0.124455212,0.8010911,Unbiased,-0.130901444,0.949960304,CM009482.1,LG7,A
RBBH-13392,0.339798764,0.48079291,Unbiased,-0.462126763,0.732229633,PGFK01001247.1,NA,NA
RBBH-13394,0.246201962,0.588254705,Unbiased,-0.29338417,0.835820875,CM009482.1,LG7,A
RBBH-13395,-0.253340982,0.699138779,Unbiased,-0.087096114,0.977001374,CM009483.1,LG8,A
RBBH-13397,-0.24162527,0.808151436,Unbiased,NA,NA,CM009479.1,LG4,A
RBBH-13398,-2.719108342,3.43E-14,male_biased,0.541391979,0.533041671,CM009480.1,LG5,A
RBBH-13399,-0.851179884,0.20337427,Unbiased,-0.112928709,0.980143247,PGFK01001247.1,NA,NA
RBBH-134,0.197630814,0.806455972,Unbiased,-0.068304179,0.982334829,CM009479.1,LG4,A
RBBH-1340,0.69612154,0.166728345,Unbiased,-0.156548605,0.955820666,CM009473.1,LG10,A
RBBH-13400,0.222242316,0.646161471,Unbiased,-0.463255712,0.591903913,CM009478.1,LG3,A
RBBH-13401,-0.354263877,0.777322771,Unbiased,0.130301923,0.979505074,CM009478.1,LG3,A
RBBH-13402,-0.129504929,0.901474646,Unbiased,-0.115718094,0.976896941,CM009484.1,LG9,A
RBBH-13403,0.355154888,0.599582744,Unbiased,-0.047003563,0.989081617,CM009478.1,LG3,A
