genename,Tce_RT_log2FC_SB,Tce_RT_FDR_SB,Tce_RT_sexbias,Tce_RT_log2FC_SA,Tce_RT_FDR_SA,scaf_name,linkagegroup,chr_type
RBBH-10359,-0.211708089,0.805425112,Unbiased,-1.284700627,0.155703069,CM009472.1,LG1,A
RBBH-1036,-1.480911867,0.001057303,male_biased,1.345426056,0.008268515,CM009481.1,LG6,A
RBBH-10361,-0.050577791,0.929242792,Unbiased,0.352600799,0.690429079,CM009474.1,LG11,A
RBBH-10362,-0.606815148,0.434328108,Unbiased,0.341409139,0.844150322,CM009484.1,LG9,A
RBBH-10363,0.52846876,0.312106559,Unbiased,0.037017618,0.976921782,CM009473.1,LG10,A
RBBH-10364,-0.433447857,0.547766587,Unbiased,0.18325808,0.890945296,CM009480.1,LG5,A
RBBH-10365,-0.094785987,0.86042447,Unbiased,-0.700153817,0.226157195,CM009482.1,LG7,A
RBBH-10366,-1.202920619,0.020268802,male_biased,0.581957964,0.496968083,CM009480.1,LG5,A
RBBH-10369,-2.818788571,3.47E-06,male_biased,0.868719161,0.438130876,CM009481.1,LG6,A
RBBH-1037,0.743079922,0.098700714,Unbiased,-0.327171987,0.714936041,CM009482.1,LG7,A
RBBH-10370,0.376153896,0.399865124,Unbiased,-0.316690118,0.680042043,CM009478.1,LG3,A
RBBH-10371,-1.344657266,0.231806769,Unbiased,0.205442146,0.93839736,CM009482.1,LG7,A
RBBH-10372,-1.445288261,0.000651667,male_biased,-0.13139105,0.901505885,CM009481.1,LG6,A
RBBH-10374,0.505212809,0.444032215,Unbiased,-0.097189323,0.952175377,CM009481.1,LG6,A
RBBH-10375,1.190459801,0.066552613,Unbiased,1.13479445,0.022412916,CM009483.1,LG8,A
RBBH-10376,1.990803342,0.00167687,female_biased,-1.023204466,0.285509757,CM009474.1,LG11,A
RBBH-10377,-0.51486013,0.447520396,Unbiased,-0.788957033,0.472350133,CM009478.1,LG3,A
RBBH-10378,2.254884305,0.000285083,female_biased,-0.835894606,0.286771448,CM009478.1,LG3,A
RBBH-1038,0.080979567,0.885787668,Unbiased,-0.216168316,0.787211529,CM009481.1,LG6,A
RBBH-10381,-0.524475194,0.235213165,Unbiased,0.351067088,0.665682407,CM009483.1,LG8,A
RBBH-10382,0.554154217,0.426919811,Unbiased,0.357645626,0.734923662,CM009472.1,LG1,A
RBBH-10383,-2.372464145,2.50E-06,male_biased,0.83819498,0.42967026,CM009479.1,LG4,A
RBBH-10384,-1.366524147,0.020475419,male_biased,1.072134547,0.120079145,CM009478.1,LG3,A
RBBH-10388,-0.49043145,0.69309242,Unbiased,NA,NA,CM009478.1,LG3,A
RBBH-10389,-0.374130914,0.479554845,Unbiased,0.157298208,0.881181662,CM009480.1,LG5,A
RBBH-1039,0.044038499,0.947612617,Unbiased,-0.447432685,0.600722012,CM009483.1,LG8,A
RBBH-10391,-0.289206587,0.545746018,Unbiased,-0.05057177,0.959377136,CM009477.1,LG2,A
RBBH-10392,0.329685405,0.538443336,Unbiased,-0.372877371,0.642987308,CM009480.1,LG5,A
RBBH-10395,-0.692079904,0.23899362,Unbiased,-0.169932105,0.889143096,CM009479.1,LG4,A
RBBH-10396,0.44387163,0.516633544,Unbiased,-0.513277551,0.673028124,CM009472.1,LG1,A
RBBH-10397,0.294742331,0.611840248,Unbiased,-0.012797984,0.992130282,CM009481.1,LG6,A
RBBH-10399,-0.261417575,0.636241359,Unbiased,-0.857120322,0.250319957,CM009483.1,LG8,A
RBBH-104,0.226740634,0.688576189,Unbiased,-0.091147309,0.934977649,CM009472.1,LG1,A
RBBH-10400,0.877008249,0.416973303,Unbiased,-1.083069884,0.52512402,CM009483.1,LG8,A
RBBH-10401,-0.931608639,0.473411827,Unbiased,1.580978409,0.289449055,CM009479.1,LG4,A
RBBH-10405,-1.56146617,9.39E-05,male_biased,0.169464021,0.868144538,PGFK01003638.1,NA,NA
RBBH-10406,-0.896534732,0.034554588,male_biased,0.13580312,0.889581261,CM009472.1,LG1,A
RBBH-10407,0.442131503,0.559179102,Unbiased,-0.474786364,0.688087198,CM009484.1,LG9,A
RBBH-10408,-0.220717098,0.731900743,Unbiased,-0.635077133,0.472118864,PGFK01003366.1,NA,NA
RBBH-10409,0.661942298,0.118494079,Unbiased,0.023731905,0.983068422,PGFK01002391.1,NA,NA
RBBH-10410,2.13176342,0.001483758,female_biased,-0.672551838,0.559738092,CM009478.1,LG3,A
RBBH-10412,-1.054932042,0.058694526,Unbiased,-0.124236874,0.905175678,PGFK01000666.1,NA,NA
RBBH-10413,-1.652567494,0.105344797,Unbiased,0.813352806,0.622077276,CM009481.1,LG6,A
RBBH-10415,0.006710717,0.992762121,Unbiased,0.118960822,0.921849697,CM009478.1,LG3,A
RBBH-10416,0.731689079,0.141715372,Unbiased,-0.311337686,0.756515265,CM009480.1,LG5,A
RBBH-10417,1.311259261,0.002798892,female_biased,-0.236099627,0.801631722,PGFK01001927.1,NA,NA
RBBH-10418,1.577595356,0.064778272,Unbiased,-0.130272048,0.936004935,PGFK01003465.1,NA,NA
RBBH-10419,0.98398919,0.064296834,Unbiased,-0.146837078,0.900472065,CM009473.1,LG10,A
RBBH-1042,-3.046752517,9.84E-14,male_biased,1.543256575,0.028421903,CM009480.1,LG5,A
RBBH-10420,0.850939851,0.045396135,female_biased,-0.560334488,0.382029447,CM009478.1,LG3,A
RBBH-10423,0.584198341,0.435271108,Unbiased,-0.040627303,0.979409634,CM009483.1,LG8,A
RBBH-10427,1.608767307,0.095070955,Unbiased,-1.207873149,0.479690739,CM009479.1,LG4,A
RBBH-10428,-0.144426222,0.819294594,Unbiased,-0.12818818,0.904210991,CM009483.1,LG8,A
RBBH-10431,0.329804494,0.742720486,Unbiased,1.089266654,0.300474381,CM009482.1,LG7,A
RBBH-10432,-0.308933834,0.474335258,Unbiased,0.064075309,0.946199248,CM009481.1,LG6,A
RBBH-10433,-2.351775686,2.11E-09,male_biased,-0.740860375,0.323187616,CM009481.1,LG6,A
RBBH-10434,-1.307712352,0.040264193,male_biased,-0.395171256,0.811118703,CM009478.1,LG3,A
RBBH-10436,0.2323238,0.635086956,Unbiased,-0.63308303,0.330035111,CM009475.1,LG12,A
RBBH-10439,-1.730182768,3.25E-05,male_biased,0.338298612,0.68852145,CM009473.1,LG10,A
RBBH-10440,0.680549796,0.15067771,Unbiased,0.246409742,0.786751057,CM009472.1,LG1,A
RBBH-10441,1.453469258,0.023398066,female_biased,-0.243056871,0.8584338,CM009480.1,LG5,A
RBBH-10445,0.157276045,0.774556646,Unbiased,0.630069598,0.297225944,CM009478.1,LG3,A
RBBH-10447,-1.745561586,0.022482405,male_biased,0.895036442,0.366447501,CM009479.1,LG4,A
RBBH-10449,0.614018198,0.221634107,Unbiased,-0.286760013,0.735993427,CM009473.1,LG10,A
RBBH-1045,-1.15413945,0.312338134,Unbiased,0.593594324,0.803385653,CM009479.1,LG4,A
RBBH-10450,-0.991815628,0.138043852,Unbiased,-0.425709091,0.75040137,CM009481.1,LG6,A
RBBH-10451,0.408941959,0.330695291,Unbiased,-0.25606961,0.733543087,PGFK01003366.1,NA,NA
RBBH-10453,-0.139198552,0.853683737,Unbiased,-0.208167481,0.870052099,CM009473.1,LG10,A
RBBH-10454,0.738287013,0.181533542,Unbiased,0.027489523,0.983600954,PGFK01001788.1,NA,NA
RBBH-10456,-0.091059127,0.880204025,Unbiased,-0.039114024,0.973405827,CM009478.1,LG3,A
RBBH-10458,-4.831915028,2.25E-15,male_biased,1.057611494,0.265022167,CM009484.1,LG9,A
RBBH-1046,1.010932573,0.090559204,Unbiased,-1.061066056,0.211598013,CM009478.1,LG3,A
RBBH-10460,-0.783441762,0.157579261,Unbiased,0.65241607,0.503329247,CM009477.1,LG2,A
RBBH-10461,-0.189835663,0.759360926,Unbiased,-0.133959182,0.903736314,CM009481.1,LG6,A
RBBH-10464,-1.236990393,0.288321582,Unbiased,1.309803591,0.502887289,CM009475.1,LG12,A
RBBH-10467,-1.066772505,0.049109142,male_biased,-0.032633453,0.984355765,PGFK01001247.1,NA,NA
RBBH-10468,-0.019737115,0.980325128,Unbiased,1.142029027,0.118225084,CM009482.1,LG7,A
RBBH-10470,0.166498808,0.750529593,Unbiased,0.130690059,0.890086056,PGFK01002391.1,NA,NA
RBBH-10471,6.097951261,6.22E-05,female_biased,-1.311584483,0.557335158,PGFK01000663.1,NA,NA
RBBH-10472,0.708058985,0.228347265,Unbiased,-0.35814379,0.748365081,CM009475.1,LG12,A
RBBH-10473,-0.350125737,0.538918288,Unbiased,0.85204975,0.264221116,CM009474.1,LG11,A
RBBH-10474,-2.81674938,1.15E-06,male_biased,0.757010045,0.477037814,CM009479.1,LG4,A
RBBH-10476,-0.985336398,0.129604604,Unbiased,1.058030289,0.268399639,CM009481.1,LG6,A
RBBH-10477,-0.799728482,0.575335603,Unbiased,NA,NA,PGFK01002792.1,NA,NA
RBBH-10478,-1.455169553,0.000813144,male_biased,-0.06733001,0.955354564,CM009479.1,LG4,A
RBBH-10479,-2.448021747,0.176994587,Unbiased,0.380148379,0.88151435,PGFK01002860.1,NA,NA
RBBH-1048,0.16788416,0.828813658,Unbiased,-0.578014002,0.56510497,CM009472.1,LG1,A
RBBH-10480,0.54990088,0.376145509,Unbiased,-0.034930504,0.979996515,CM009472.1,LG1,A
RBBH-10482,-0.597492087,0.17609101,Unbiased,0.15972344,0.865032388,CM009476.1,LG13,X
RBBH-10486,0.124000129,0.863039473,Unbiased,-0.187756523,0.850400994,PGFK01000846.1,NA,NA
RBBH-10487,-0.863880072,0.101819511,Unbiased,-0.524945341,0.567640498,CM009478.1,LG3,A
RBBH-1049,-1.474200689,0.005288922,male_biased,0.374703595,0.744516478,CM009477.1,LG2,A
RBBH-10491,0.623788856,0.438434272,Unbiased,NA,NA,CM009474.1,LG11,A
RBBH-10492,2.447220327,6.23E-05,female_biased,-0.575499618,0.68346028,CM009476.1,LG13,X
RBBH-10493,-1.113447244,0.017630738,male_biased,0.357311555,0.714936041,CM009481.1,LG6,A
RBBH-10497,1.254880929,0.019249217,female_biased,-0.074445392,0.948746192,CM009480.1,LG5,A
RBBH-10498,-0.109737911,0.861846985,Unbiased,1.811174277,1.36E-05,CM009477.1,LG2,A
RBBH-10499,1.821587756,0.004162063,female_biased,0.266668778,0.86898197,CM009478.1,LG3,A
RBBH-105,-0.86858983,0.506896579,Unbiased,2.215154221,0.000971089,CM009480.1,LG5,A
RBBH-1050,1.101304587,0.03075871,female_biased,-0.047349299,0.973719309,CM009478.1,LG3,A
RBBH-10500,-1.754728452,0.001160022,male_biased,0.422109686,0.771441035,CM009477.1,LG2,A
RBBH-10501,1.262504771,0.024223374,female_biased,-0.181118226,0.873081285,PGFK01001867.1,NA,NA
RBBH-10503,1.812395739,3.68E-06,female_biased,0.117011696,0.898328949,CM009479.1,LG4,A
RBBH-10507,0.047948085,0.975026296,Unbiased,1.235953354,0.14028987,CM009483.1,LG8,A
RBBH-10509,-1.372659582,0.004455062,male_biased,0.464051657,0.609411718,CM009479.1,LG4,A
RBBH-1051,0.911055735,0.165078991,Unbiased,0.741694133,0.454192904,CM009483.1,LG8,A
RBBH-10510,-0.034908126,0.957419267,Unbiased,-0.587417793,0.398971923,CM009475.1,LG12,A
RBBH-10511,-0.280872237,0.727793471,Unbiased,0.278207771,0.849085804,CM009474.1,LG11,A
RBBH-10512,0.306165539,0.543934573,Unbiased,0.511613781,0.429951287,CM009484.1,LG9,A
RBBH-10513,0.177414292,0.816986297,Unbiased,-0.529766834,0.619129923,CM009479.1,LG4,A
RBBH-10514,-0.678812121,0.297839477,Unbiased,-0.202852433,0.885074456,CM009480.1,LG5,A
RBBH-10516,-2.227213738,0.001575775,male_biased,-0.438296903,0.6507834,CM009484.1,LG9,A
RBBH-10518,0.134821064,0.799133502,Unbiased,0.100628979,0.916718894,CM009472.1,LG1,A
RBBH-1052,0.628278688,0.268473118,Unbiased,1.434631163,0.264291877,CM009478.1,LG3,A
RBBH-10520,1.181022794,0.124490388,Unbiased,-0.310665596,0.78640037,CM009478.1,LG3,A
RBBH-10521,0.029110636,0.964422257,Unbiased,-0.566311451,0.452590454,CM009482.1,LG7,A
RBBH-10522,-1.581087068,0.004377534,male_biased,1.242417161,0.100527733,CM009483.1,LG8,A
RBBH-10523,0.489791842,0.470777934,Unbiased,-0.29968259,0.809183447,CM009482.1,LG7,A
RBBH-10524,0.099280975,0.874218531,Unbiased,0.064381556,0.952175377,CM009473.1,LG10,A
RBBH-10525,1.11711484,0.012902292,female_biased,0.092617608,0.930538524,CM009479.1,LG4,A
RBBH-10527,0.193513029,0.75827598,Unbiased,0.020561939,0.988872672,CM009480.1,LG5,A
RBBH-10528,1.110216272,0.035266699,female_biased,0.348566439,0.670228588,CM009482.1,LG7,A
RBBH-10529,-0.684019126,0.318598906,Unbiased,0.500992666,0.724704365,CM009479.1,LG4,A
RBBH-1053,-1.165542381,0.025591889,male_biased,0.763344798,0.268532358,CM009478.1,LG3,A
RBBH-10530,-1.028848849,0.056266737,Unbiased,-0.05085705,0.980932567,CM009472.1,LG1,A
RBBH-10532,0.803601868,0.087543485,Unbiased,-0.471534843,0.489521747,CM009483.1,LG8,A
RBBH-10534,0.147337608,0.802571338,Unbiased,-2.91446885,1.10E-08,CM009481.1,LG6,A
RBBH-10537,-0.684359549,0.420132631,Unbiased,-1.427960875,0.190897883,CM009473.1,LG10,A
RBBH-10538,0.666055377,0.313750267,Unbiased,-0.312799948,0.803882194,CM009473.1,LG10,A
RBBH-10539,-0.391379705,0.41168011,Unbiased,0.218038635,0.779626094,CM009479.1,LG4,A
RBBH-1054,0.411204429,0.450558488,Unbiased,-0.185511646,0.852958717,CM009472.1,LG1,A
RBBH-10540,0.433671434,0.45026776,Unbiased,0.132852541,0.90518399,CM009476.1,LG13,X
RBBH-10542,-2.280409673,0.018483368,male_biased,1.940245512,0.17775699,CM009484.1,LG9,A
RBBH-10543,0.580998941,0.233714397,Unbiased,0.144841586,0.884359724,CM009474.1,LG11,A
RBBH-10544,1.760934174,0.10968664,Unbiased,0.953837049,0.597740731,PGFK01000909.1,NA,NA
RBBH-10545,-0.944841477,0.136560998,Unbiased,-0.246797928,0.86504761,PGFK01000384.1,NA,NA
RBBH-10546,1.176085127,0.527289529,Unbiased,1.339351988,0.529241448,CM009483.1,LG8,A
RBBH-10548,2.953748452,6.98E-09,female_biased,0.31538841,0.736806714,CM009472.1,LG1,A
RBBH-1055,-1.723377947,5.99E-06,male_biased,0.041319169,0.966263493,CM009483.1,LG8,A
RBBH-10550,0.735048026,0.189304714,Unbiased,-0.008591004,0.995280956,CM009478.1,LG3,A
RBBH-10551,-0.591008774,0.433098053,Unbiased,-0.685618006,0.59742461,CM009473.1,LG10,A
RBBH-10552,-3.144565924,2.52E-17,male_biased,0.801808504,0.167130439,CM009473.1,LG10,A
RBBH-10553,0.968589758,0.169468359,Unbiased,-0.169638777,0.859314964,CM009480.1,LG5,A
RBBH-10554,-0.316533047,0.66657082,Unbiased,-0.134673885,0.921977747,PGFK01000766.1,NA,NA
RBBH-10555,0.297547362,0.642016777,Unbiased,0.201475912,0.855846106,CM009473.1,LG10,A
RBBH-10557,0.852417087,0.284516855,Unbiased,0.811347876,0.506722027,CM009476.1,LG13,X
RBBH-10558,3.602994148,2.27E-10,female_biased,0.23406356,0.801872968,CM009472.1,LG1,A
RBBH-10559,1.890814125,3.28E-06,female_biased,-0.122753209,0.890945296,PGFK01002461.1,NA,NA
RBBH-10560,3.21915699,2.74E-07,female_biased,-1.177268049,0.194818541,CM009476.1,LG13,X
RBBH-10561,-0.407651452,0.334051387,Unbiased,-0.34154853,0.63565943,CM009478.1,LG3,A
RBBH-10565,0.361148813,0.66813514,Unbiased,0.24217261,0.867370147,CM009483.1,LG8,A
RBBH-10566,-0.862230627,0.341804181,Unbiased,0.026028811,0.991318134,CM009483.1,LG8,A
RBBH-10568,-0.255270781,0.64505967,Unbiased,-0.023012007,0.984050616,CM009484.1,LG9,A
RBBH-1057,-0.088663421,0.861676225,Unbiased,-0.194309892,0.809183447,CM009479.1,LG4,A
RBBH-10570,-9.021951619,3.70E-26,male_biased,-1.231861392,0.480523726,CM009479.1,LG4,A
RBBH-10571,0.007506215,0.992762121,Unbiased,-0.303580421,0.790475093,CM009480.1,LG5,A
RBBH-10572,0.561351381,0.476800194,Unbiased,0.324460973,0.829631289,CM009475.1,LG12,A
RBBH-10574,0.595660795,0.269148979,Unbiased,-0.537253948,0.504528368,CM009478.1,LG3,A
RBBH-10576,0.710383423,0.297184444,Unbiased,-0.805442062,0.414138827,CM009484.1,LG9,A
RBBH-10577,1.418387372,0.088374322,Unbiased,-0.671982226,0.666138161,CM009478.1,LG3,A
RBBH-10581,-3.96745327,0.000282641,male_biased,2.662259384,0.074716949,CM009478.1,LG3,A
RBBH-10583,-1.671055229,0.009118626,male_biased,4.377045964,3.30E-16,CM009478.1,LG3,A
RBBH-10584,0.627567761,0.119391445,Unbiased,-0.348815872,0.644547045,CM009475.1,LG12,A
RBBH-10585,-0.034007537,0.96666999,Unbiased,1.363967157,0.023704956,CM009475.1,LG12,A
RBBH-10586,-0.030661988,0.96527502,Unbiased,-0.46505321,0.622077276,CM009481.1,LG6,A
RBBH-10588,1.58027367,0.007432966,female_biased,-0.837541737,0.348459108,PGFK01002391.1,NA,NA
RBBH-10589,-0.3159569,0.603367022,Unbiased,0.517802181,0.462582397,PGFK01001247.1,NA,NA
RBBH-1059,0.465801199,0.357552907,Unbiased,-0.078756855,0.941588575,CM009483.1,LG8,A
RBBH-10590,3.165071418,0.004343548,female_biased,-1.114613365,0.550557879,NA,NA,NA
RBBH-10592,0.23577922,0.826945041,Unbiased,-0.215525284,0.912536002,CM009483.1,LG8,A
RBBH-10593,1.997169668,8.05E-06,female_biased,-0.74300303,0.302862275,PGFK01002398.1,NA,NA
RBBH-10596,0.164833735,0.753289294,Unbiased,0.006539742,0.995280956,CM009480.1,LG5,A
RBBH-10597,-0.365107447,0.621100654,Unbiased,0.295212286,0.839207026,CM009472.1,LG1,A
RBBH-10598,-0.575604233,0.220608145,Unbiased,-0.004257348,0.997190166,CM009479.1,LG4,A
RBBH-10599,1.299184411,0.026478424,female_biased,-0.960072056,0.286047393,CM009482.1,LG7,A
RBBH-1060,-0.284003959,0.666010851,Unbiased,-0.323775542,0.750246586,CM009483.1,LG8,A
RBBH-10600,-0.221547298,0.695662238,Unbiased,-0.953163021,0.052899361,CM009480.1,LG5,A
RBBH-10601,0.349441859,0.432772765,Unbiased,-0.613321843,0.297225944,CM009476.1,LG13,X
RBBH-10605,1.097393119,0.002785219,female_biased,0.303106935,0.689368763,CM009479.1,LG4,A
RBBH-10606,0.960629691,0.180334655,Unbiased,-0.303044148,0.838264722,PGFK01001788.1,NA,NA
RBBH-10607,1.101211182,0.119221044,Unbiased,-0.236727709,0.879025777,CM009481.1,LG6,A
RBBH-10609,0.844383642,0.171236634,Unbiased,-0.359675344,0.733629132,PGFK01002287.1,NA,NA
RBBH-1061,-0.256872539,0.76682553,Unbiased,-0.450990941,0.699810679,CM009478.1,LG3,A
RBBH-10610,0.642833608,0.157261078,Unbiased,-0.812963898,0.140775572,CM009478.1,LG3,A
RBBH-10611,0.321805267,0.802503796,Unbiased,NA,NA,CM009477.1,LG2,A
RBBH-10612,0.324044324,0.75827598,Unbiased,0.055874493,0.98175952,PGFK01000384.1,NA,NA
RBBH-10613,0.669108528,0.325805017,Unbiased,-0.460444177,0.694095253,CM009472.1,LG1,A
RBBH-10614,0.642876087,0.506364344,Unbiased,0.123230626,0.947578529,CM009476.1,LG13,X
RBBH-10615,-5.211262056,2.86E-08,male_biased,0.458712183,0.84033566,CM009479.1,LG4,A
RBBH-10616,1.33685681,0.020010776,female_biased,0.151968574,0.905026936,PGFK01000994.1,NA,NA
RBBH-10617,1.393440688,0.00173116,female_biased,-0.502490907,0.491083005,CM009478.1,LG3,A
RBBH-10619,0.121725757,0.829934305,Unbiased,-0.626076422,0.344444352,CM009472.1,LG1,A
RBBH-1062,0.924617699,0.192472471,Unbiased,-0.777188023,0.528909579,CM009484.1,LG9,A
RBBH-10620,-0.829575594,0.261460381,Unbiased,0.618304849,0.628918383,CM009480.1,LG5,A
RBBH-10621,0.045151799,0.958373624,Unbiased,0.285869013,0.845291151,CM009477.1,LG2,A
RBBH-10622,0.746640248,0.15067771,Unbiased,-0.587478152,0.477393801,CM009480.1,LG5,A
RBBH-10624,1.445920617,0.080656267,Unbiased,0.326999545,0.717932825,CM009478.1,LG3,A
RBBH-10626,-1.10202578,0.05532544,Unbiased,-0.162728763,0.909351639,CM009478.1,LG3,A
RBBH-10627,-1.369246747,0.180379018,Unbiased,-0.21625273,0.914260687,CM009484.1,LG9,A
RBBH-10628,0.553434005,0.411244274,Unbiased,0.074308352,0.964150391,CM009478.1,LG3,A
RBBH-10629,0.909985433,0.046382992,female_biased,-0.417351713,0.615864735,CM009477.1,LG2,A
RBBH-10630,0.983878157,0.025221453,female_biased,-0.400589629,0.642030904,CM009474.1,LG11,A
RBBH-10632,0.777457072,0.130006834,Unbiased,0.162908414,0.871944564,CM009483.1,LG8,A
RBBH-10633,1.014499147,0.026457806,female_biased,-0.365464377,0.703172395,CM009483.1,LG8,A
RBBH-10634,-0.202274272,0.770876461,Unbiased,-0.021365362,0.988872672,CM009480.1,LG5,A
RBBH-10635,-0.382711303,0.617315697,Unbiased,0.653689875,0.498514103,CM009478.1,LG3,A
RBBH-10636,-0.215928338,0.73923043,Unbiased,-0.267503635,0.804621515,CM009478.1,LG3,A
RBBH-10637,0.098156951,0.854153033,Unbiased,-1.603164713,0.001914398,CM009478.1,LG3,A
RBBH-1064,0.157653736,0.841789477,Unbiased,0.311960246,0.748566324,CM009479.1,LG4,A
RBBH-10642,-0.740654463,0.552989236,Unbiased,1.071468295,0.609411718,CM009474.1,LG11,A
RBBH-10643,0.420810601,0.503571359,Unbiased,-0.066921414,0.963183128,CM009478.1,LG3,A
RBBH-10644,-1.071961662,0.070847893,Unbiased,-0.06290865,0.962495738,CM009472.1,LG1,A
RBBH-10645,1.339901031,0.026277357,female_biased,-0.562561265,0.60034825,CM009477.1,LG2,A
RBBH-10647,0.262397249,0.613701597,Unbiased,0.222326142,0.800110628,CM009478.1,LG3,A
RBBH-10649,1.638396354,0.00010046,female_biased,0.152730752,0.866988023,CM009482.1,LG7,A
RBBH-1065,-0.15168171,0.792881849,Unbiased,-0.477886614,0.535454846,CM009479.1,LG4,A
RBBH-10650,0.054120808,0.929267888,Unbiased,0.357583146,0.627097115,CM009482.1,LG7,A
RBBH-10651,-3.418165925,5.20E-05,male_biased,0.224897004,0.926453243,CM009479.1,LG4,A
RBBH-10652,0.413365557,0.365638624,Unbiased,0.387320209,0.636572325,CM009479.1,LG4,A
RBBH-10653,-0.751612174,0.242263333,Unbiased,-0.815077258,0.385999769,CM009478.1,LG3,A
RBBH-10654,-0.076817724,0.922632988,Unbiased,-0.80001541,0.406599177,CM009472.1,LG1,A
RBBH-10655,0.766744018,0.428813163,Unbiased,0.640639317,0.734923662,CM009472.1,LG1,A
RBBH-10657,0.033075789,0.965518782,Unbiased,-0.635666128,0.434135594,CM009478.1,LG3,A
RBBH-10658,-1.417761608,0.006795416,male_biased,0.539790525,0.598885227,CM009478.1,LG3,A
RBBH-10660,1.085117476,0.251844213,Unbiased,-0.893759107,0.242600108,CM009474.1,LG11,A
RBBH-10661,1.963932043,0.001492598,female_biased,-0.872486034,0.404103887,CM009477.1,LG2,A
RBBH-10662,-0.509688181,0.29863069,Unbiased,-0.020924922,0.985122357,CM009481.1,LG6,A
RBBH-10667,0.112226713,0.849042855,Unbiased,-0.06251246,0.955673317,CM009473.1,LG10,A
RBBH-10668,-0.08896359,0.918539366,Unbiased,-0.285031025,0.849085804,CM009474.1,LG11,A
RBBH-10669,0.852722698,0.120831861,Unbiased,-0.141961647,0.885074456,CM009481.1,LG6,A
RBBH-1067,-0.261543091,0.68938739,Unbiased,-0.879705296,0.20753843,CM009479.1,LG4,A
RBBH-10670,0.905939829,0.069770971,Unbiased,0.379946467,0.729169299,CM009481.1,LG6,A
RBBH-10671,0.492837556,0.394423742,Unbiased,0.161025448,0.889581261,PGFK01001788.1,NA,NA
RBBH-10673,-1.477097909,0.001486056,male_biased,0.409306724,0.621751399,PGFK01003056.1,NA,NA
RBBH-10674,1.129109711,0.081461586,Unbiased,-0.63059079,0.665815798,CM009481.1,LG6,A
RBBH-10675,0.569522066,0.40043213,Unbiased,-0.316478453,0.8052214,CM009479.1,LG4,A
RBBH-10676,-2.893120503,1.46E-11,male_biased,3.143990042,7.83E-09,CM009481.1,LG6,A
RBBH-10677,-1.058171506,0.031304366,male_biased,0.35793658,0.642030904,CM009478.1,LG3,A
RBBH-1068,-0.514148481,0.286909074,Unbiased,0.214721145,0.833381977,CM009478.1,LG3,A
RBBH-10680,-0.112628327,0.883912079,Unbiased,-0.587723935,0.580548256,CM009478.1,LG3,A
RBBH-10681,1.116041665,0.084392538,Unbiased,-0.357276781,0.783490439,CM009478.1,LG3,A
RBBH-10682,1.192776476,0.030803905,female_biased,-0.875959534,0.325968544,CM009476.1,LG13,X
RBBH-10684,1.592295373,0.000309406,female_biased,-0.954965493,0.14028987,CM009478.1,LG3,A
RBBH-10685,-0.638590418,0.165035056,Unbiased,0.056721483,0.957409667,CM009477.1,LG2,A
RBBH-10689,2.468359987,0.005546214,female_biased,-1.388714845,0.211835228,PGFK01003155.1,NA,NA
RBBH-1069,0.644967929,0.281726598,Unbiased,1.369504756,0.062017556,CM009478.1,LG3,A
