genename,Tce_LG_log2FC_SB,Tce_LG_FDR_SB,Tce_LG_sexbias,Tce_LG_log2FC_SA,Tce_LG_FDR_SA,scaf_name,LG,chr_type
RBBH-1038,0.413880716,0.838760106,Unbiased,-0.688221138,0.083310102,CM009481.1,LG6,A
RBBH-10381,0.295183893,0.905984361,Unbiased,0.320507714,0.515095489,CM009483.1,LG8,A
RBBH-10382,-0.351716499,0.861605302,Unbiased,0.020157671,0.974508649,CM009472.1,LG1,A
RBBH-10383,-0.80606504,0.269288828,Unbiased,-0.153822946,0.726879221,CM009479.1,LG4,A
RBBH-10386,-0.706703806,0.964859235,Unbiased,-2.02628783,0.006789028,CM009481.1,LG6,A
RBBH-10389,0.041914404,0.995442329,Unbiased,0.50712086,0.071981024,CM009480.1,LG5,A
RBBH-1039,-0.231168087,0.959644784,Unbiased,0.087068344,0.91065566,CM009483.1,LG8,A
RBBH-10390,0.272616403,0.971489035,Unbiased,2.926580897,2.31E-32,CM009472.1,LG1,A
RBBH-10391,0.384794614,0.720373861,Unbiased,-0.223960172,0.481086501,CM009477.1,LG2,A
RBBH-10392,0.048410626,0.99594508,Unbiased,-0.580867164,0.256830529,CM009480.1,LG5,A
RBBH-10396,0.266636361,0.902174332,Unbiased,0.147667447,0.703799967,CM009472.1,LG1,A
RBBH-10397,-0.132449819,0.971489035,Unbiased,0.217337612,0.555033634,CM009481.1,LG6,A
RBBH-10399,-0.013250962,0.997686618,Unbiased,-0.583102673,0.217324254,CM009483.1,LG8,A
RBBH-104,-0.222105079,0.940045498,Unbiased,0.379142277,0.221834322,CM009472.1,LG1,A
RBBH-10400,0.118995068,0.984179604,Unbiased,0.070275832,0.92105352,CM009483.1,LG8,A
RBBH-10401,0.165412644,0.995442329,Unbiased,0.060789144,0.974911194,CM009479.1,LG4,A
RBBH-10405,-0.12872916,0.975490259,Unbiased,-0.065635295,0.87286401,PGFK01003638.1,NA,NA
RBBH-10406,0.322473816,0.813675785,Unbiased,-0.447416574,0.086410836,CM009472.1,LG1,A
RBBH-10407,0.191362876,0.964859235,Unbiased,-0.616125802,0.11290758,CM009484.1,LG9,A
RBBH-10408,-0.574104379,0.728801039,Unbiased,-0.565092513,0.304678463,PGFK01003366.1,NA,NA
RBBH-10409,0.207775937,0.902246391,Unbiased,-0.142291173,0.681143088,PGFK01002391.1,NA,NA
RBBH-10410,0.198184648,0.978351944,Unbiased,0.419513281,0.548191512,CM009478.1,LG3,A
RBBH-10412,0.023974536,0.997640133,Unbiased,-0.920303327,0.001023665,PGFK01000666.1,NA,NA
RBBH-10415,0.063508583,0.988969107,Unbiased,-0.176202232,0.627547085,CM009478.1,LG3,A
RBBH-10416,0.029886836,0.99594508,Unbiased,0.20642696,0.53612908,CM009480.1,LG5,A
RBBH-10417,0.768623376,0.236178594,Unbiased,-0.148247544,0.701872951,PGFK01001927.1,NA,NA
RBBH-10419,-0.007235734,0.998062042,Unbiased,0.204009069,0.569774368,CM009473.1,LG10,A
RBBH-10420,-0.041728681,0.99542733,Unbiased,0.313135617,0.356472613,CM009478.1,LG3,A
RBBH-10423,-0.046479212,0.99594508,Unbiased,-0.621236225,0.239968012,CM009483.1,LG8,A
RBBH-10427,0.031961701,0.997640133,Unbiased,NA,NA,CM009479.1,LG4,A
RBBH-10428,-0.28387195,0.890209436,Unbiased,0.035381953,0.94627426,CM009483.1,LG8,A
RBBH-10431,0.164169098,0.96896633,Unbiased,-0.707623198,0.029454756,CM009482.1,LG7,A
RBBH-10432,0.221210619,0.925270595,Unbiased,0.475301726,0.164492707,CM009481.1,LG6,A
RBBH-10434,0.511711985,0.817163086,Unbiased,0.162721576,0.702882838,CM009478.1,LG3,A
RBBH-10436,0.060276029,0.985880111,Unbiased,-0.114922268,0.757040252,CM009475.1,LG12,A
RBBH-10437,-0.254128907,0.968849065,Unbiased,-0.110002534,0.89033212,CM009481.1,LG6,A
RBBH-10439,0.324727264,0.905984361,Unbiased,-0.544051024,0.343563077,CM009473.1,LG10,A
RBBH-10440,-0.030196359,0.99594508,Unbiased,-0.066291155,0.878067479,CM009472.1,LG1,A
RBBH-10441,-0.021975784,0.997640133,Unbiased,0.227395225,0.582224922,CM009480.1,LG5,A
RBBH-10445,-0.343284361,0.809857608,Unbiased,0.411020702,0.188259057,CM009478.1,LG3,A
RBBH-10449,-0.293670678,0.90763007,Unbiased,-0.159890521,0.696174021,CM009473.1,LG10,A
RBBH-1045,1.005881802,0.785949035,Unbiased,1.613566907,0.034029725,CM009479.1,LG4,A
RBBH-10450,-0.289772417,0.968516459,Unbiased,-0.161431344,0.821024405,CM009481.1,LG6,A
RBBH-10451,-0.216432459,0.915817934,Unbiased,0.072774581,0.869465544,PGFK01003366.1,NA,NA
RBBH-10453,-0.408647255,0.687781501,Unbiased,0.278599146,0.388714814,CM009473.1,LG10,A
RBBH-10454,-0.137527445,0.980694206,Unbiased,0.721244739,0.065956426,PGFK01001788.1,NA,NA
RBBH-10456,0.57472665,0.541028845,Unbiased,0.093278206,0.844884863,CM009478.1,LG3,A
RBBH-10458,0.526616439,0.702545112,Unbiased,-0.155612688,0.764247123,CM009484.1,LG9,A
RBBH-10459,-2.896874296,2.15521E-06,male_biased,-0.619680826,0.221032006,CM009482.1,LG7,A
RBBH-1046,0.267605409,0.927492316,Unbiased,-0.033871767,0.965477169,CM009478.1,LG3,A
RBBH-10460,0.18056419,0.939465973,Unbiased,-0.054672459,0.90630194,CM009477.1,LG2,A
RBBH-10461,0.013140462,0.997686618,Unbiased,-0.152335945,0.732694407,CM009481.1,LG6,A
RBBH-10464,0.466566811,0.901524803,Unbiased,0.111001454,0.889980295,CM009475.1,LG12,A
RBBH-10467,-1.061617701,0.070057328,Unbiased,-0.149306119,0.741515584,PGFK01001247.1,NA,NA
RBBH-10468,0.216130006,0.965858001,Unbiased,0.71328634,0.072286528,CM009482.1,LG7,A
RBBH-10470,-0.286513663,0.805910797,Unbiased,0.12840245,0.701247878,PGFK01002391.1,NA,NA
RBBH-10471,-2.89603244,0.058711043,Unbiased,0.470484677,0.670179838,PGFK01000663.1,NA,NA
RBBH-10472,-0.093877404,0.980980293,Unbiased,-0.145384548,0.730437009,CM009475.1,LG12,A
RBBH-10473,-0.164458016,0.964859235,Unbiased,0.736484815,0.006130959,CM009474.1,LG11,A
RBBH-10474,0.77449423,0.686215281,Unbiased,0.048983795,0.954870382,CM009479.1,LG4,A
RBBH-10476,0.348021264,0.879980907,Unbiased,-0.499445714,0.187933223,CM009481.1,LG6,A
RBBH-10478,-0.438402216,0.746020533,Unbiased,0.190796198,0.713903764,CM009479.1,LG4,A
RBBH-1048,0.022157407,0.997686618,Unbiased,-0.644780727,0.232099528,CM009472.1,LG1,A
RBBH-10480,0.69612067,0.628043253,Unbiased,-0.164620587,0.799932292,CM009472.1,LG1,A
RBBH-10482,0.364960036,0.857393281,Unbiased,-0.090131254,0.87788595,CM009476.1,LG13,X
RBBH-10486,0.264354792,0.971489035,Unbiased,-0.272655136,0.777863525,PGFK01000846.1,NA,NA
RBBH-10487,-0.482430709,0.768231415,Unbiased,0.5605299,0.238349084,CM009478.1,LG3,A
RBBH-1049,-0.145161533,0.965858001,Unbiased,-0.035989019,0.940108491,CM009477.1,LG2,A
RBBH-10492,-0.135471511,0.973416641,Unbiased,-0.004642013,0.992716113,CM009476.1,LG13,X
RBBH-10493,-0.093091015,0.978351944,Unbiased,0.151547667,0.6688419,CM009481.1,LG6,A
RBBH-10497,0.351703113,0.916592241,Unbiased,-0.678484043,0.097216454,CM009480.1,LG5,A
RBBH-10498,0.085305444,0.992060377,Unbiased,0.643225541,0.079601972,CM009477.1,LG2,A
RBBH-10499,-0.495094349,0.892032449,Unbiased,0.389646531,0.556798144,CM009478.1,LG3,A
RBBH-1050,-0.015771074,0.997686618,Unbiased,-0.030292698,0.950994076,CM009478.1,LG3,A
RBBH-10500,0.844260153,0.557183305,Unbiased,-0.670724796,0.03997401,CM009477.1,LG2,A
RBBH-10501,-0.356449167,0.839767975,Unbiased,0.332224894,0.442640995,PGFK01001867.1,NA,NA
RBBH-10503,0.233167272,0.895298094,Unbiased,-0.008594367,0.983361174,CM009479.1,LG4,A
RBBH-10507,-0.761472198,0.795740367,Unbiased,0.262820356,0.598140824,CM009483.1,LG8,A
RBBH-10509,-0.002834578,0.999583358,Unbiased,0.604392711,0.094878754,CM009479.1,LG4,A
RBBH-1051,-0.365446598,0.903897126,Unbiased,1.110765132,0.005284478,CM009483.1,LG8,A
RBBH-10510,-0.178666854,0.965858001,Unbiased,-0.361108182,0.404595267,CM009475.1,LG12,A
RBBH-10511,0.095296201,0.983557927,Unbiased,0.239442425,0.601521735,CM009474.1,LG11,A
RBBH-10512,0.256305002,0.905430319,Unbiased,0.581184714,0.041799768,CM009484.1,LG9,A
RBBH-10513,0.013302764,0.997686618,Unbiased,0.208586799,0.534202494,CM009479.1,LG4,A
RBBH-10514,-0.476047799,0.633486489,Unbiased,0.033034548,0.950735782,CM009480.1,LG5,A
RBBH-10516,2.013518972,0.156950789,Unbiased,-3.405289555,9.42527E-05,CM009484.1,LG9,A
RBBH-10518,-0.329935848,0.764902965,Unbiased,-0.132827981,0.696440121,CM009472.1,LG1,A
RBBH-1052,-2.695777829,1.35E-07,male_biased,-0.310787991,0.618606107,CM009478.1,LG3,A
RBBH-10521,0.234936736,0.945735067,Unbiased,-0.229739214,0.66247502,CM009482.1,LG7,A
RBBH-10522,-0.041309867,0.99594508,Unbiased,0.338654781,0.390168857,CM009483.1,LG8,A
RBBH-10523,0.086727087,0.992060377,Unbiased,0.286934184,0.530483455,CM009482.1,LG7,A
RBBH-10524,-0.343132238,0.893630911,Unbiased,0.151190555,0.785275287,CM009473.1,LG10,A
RBBH-10525,-0.211466151,0.941656612,Unbiased,0.332062107,0.468276115,CM009479.1,LG4,A
RBBH-10527,0.129874547,0.980980293,Unbiased,-0.421643539,0.652682197,CM009480.1,LG5,A
RBBH-10528,-0.355096414,0.870642182,Unbiased,0.623532344,0.177102462,CM009482.1,LG7,A
RBBH-10529,0.041377693,0.99542733,Unbiased,-0.024611009,0.960136681,CM009479.1,LG4,A
RBBH-1053,-0.628215511,0.707470221,Unbiased,0.649496954,0.015925964,CM009478.1,LG3,A
RBBH-10530,0.42579753,0.849949756,Unbiased,-0.560929561,0.153944885,CM009472.1,LG1,A
RBBH-10532,-0.094770005,0.984111276,Unbiased,-0.187727371,0.729119208,CM009483.1,LG8,A
RBBH-10534,-0.823268034,0.286470496,Unbiased,-0.286584815,0.49205302,CM009481.1,LG6,A
RBBH-10537,-0.315254678,0.964859235,Unbiased,-1.087310432,0.022198798,CM009473.1,LG10,A
RBBH-10538,-0.554246722,0.650631189,Unbiased,-0.080548943,0.912563541,CM009473.1,LG10,A
RBBH-10539,0.381055156,0.742151384,Unbiased,-0.057498066,0.907899081,CM009479.1,LG4,A
RBBH-1054,-0.078010526,0.984255436,Unbiased,-0.256681306,0.449973941,CM009472.1,LG1,A
RBBH-10540,0.552995758,0.320313023,Unbiased,-0.488850087,0.04583909,CM009476.1,LG13,X
RBBH-10542,0.357047059,0.895298094,Unbiased,-0.346693875,0.473675607,CM009484.1,LG9,A
RBBH-10543,-0.26484,0.924093981,Unbiased,0.654900028,0.084605752,CM009474.1,LG11,A
RBBH-10544,1.330136181,0.726415412,Unbiased,0.211694638,0.870114837,PGFK01000909.1,NA,NA
RBBH-10545,0.00276496,0.999583358,Unbiased,-0.137745612,0.797093677,PGFK01000384.1,NA,NA
RBBH-10548,0.265188235,0.897212739,Unbiased,0.291206541,0.582394222,CM009472.1,LG1,A
RBBH-1055,0.289637078,0.841127032,Unbiased,-0.267114654,0.398322002,CM009483.1,LG8,A
RBBH-10550,0.288403571,0.861754035,Unbiased,-0.165328171,0.664666931,CM009478.1,LG3,A
RBBH-10551,-1.097338903,0.032392449,male_biased,-0.421189002,0.359228166,CM009473.1,LG10,A
RBBH-10552,-0.243832964,0.921702119,Unbiased,-0.087366456,0.839200042,CM009473.1,LG10,A
RBBH-10553,-0.023030023,0.997686618,Unbiased,0.340016364,0.68881199,CM009480.1,LG5,A
RBBH-10555,-0.474862093,0.824663718,Unbiased,0.54294626,0.252731365,CM009473.1,LG10,A
RBBH-10557,0.074530994,0.99542733,Unbiased,0.397257034,0.255873776,CM009476.1,LG13,X
RBBH-10558,0.096314909,0.985880111,Unbiased,0.163070338,0.805893258,CM009472.1,LG1,A
RBBH-10559,0.094333937,0.980980293,Unbiased,0.317781475,0.348196855,PGFK01002461.1,NA,NA
RBBH-10560,-0.018273967,0.997686618,Unbiased,-0.410539735,0.469585743,CM009476.1,LG13,X
RBBH-10561,-0.143831753,0.965858001,Unbiased,-0.212348679,0.476738978,CM009478.1,LG3,A
RBBH-10562,0.917446688,0.4488549,Unbiased,-0.034406439,0.968016105,CM009483.1,LG8,A
RBBH-10568,0.248379209,0.890606145,Unbiased,-0.009067679,0.98392327,CM009484.1,LG9,A
RBBH-1057,-0.080557932,0.983557927,Unbiased,-0.093565206,0.822152982,CM009479.1,LG4,A
RBBH-10570,0.372686669,0.841127032,Unbiased,-0.464577345,0.180163199,CM009479.1,LG4,A
RBBH-10571,-0.5291754,0.752605189,Unbiased,0.653453727,0.157021649,CM009480.1,LG5,A
RBBH-10572,-0.219326573,0.924093981,Unbiased,0.860313227,0.003699683,CM009475.1,LG12,A
RBBH-10574,0.304562446,0.935882583,Unbiased,-0.105444317,0.89467882,CM009478.1,LG3,A
RBBH-10576,0.315595948,0.860762176,Unbiased,-0.417122261,0.231761512,CM009484.1,LG9,A
RBBH-10580,0.02839005,0.997640133,Unbiased,-0.291415394,0.620719135,CM009474.1,LG11,A
RBBH-10584,-0.097446601,0.980980293,Unbiased,0.04288953,0.929379103,CM009475.1,LG12,A
RBBH-10586,0.25716268,0.951878219,Unbiased,-0.815134415,0.047023376,CM009481.1,LG6,A
RBBH-10588,-0.410792987,0.90573182,Unbiased,0.145017495,0.856051413,PGFK01002391.1,NA,NA
RBBH-10589,0.057583782,0.992531802,Unbiased,0.050797836,0.93092042,PGFK01001247.1,NA,NA
RBBH-1059,-0.111967124,0.971489035,Unbiased,-0.118869201,0.735282294,CM009483.1,LG8,A
RBBH-10590,0.141210037,0.99594508,Unbiased,1.698629326,0.07710146,NA,NA,NA
RBBH-10592,0.0579252,0.993452206,Unbiased,-0.331990084,0.484535958,CM009483.1,LG8,A
RBBH-10593,-0.117330608,0.973043458,Unbiased,-0.354115489,0.168916104,PGFK01002398.1,NA,NA
RBBH-10596,-0.49802508,0.608434764,Unbiased,0.484606537,0.156145881,CM009480.1,LG5,A
RBBH-10597,0.1775191,0.947117156,Unbiased,0.032731642,0.94643839,CM009472.1,LG1,A
RBBH-10598,0.25201628,0.888543611,Unbiased,-0.23011927,0.475908108,CM009479.1,LG4,A
RBBH-10599,-0.045148738,0.993702812,Unbiased,-0.371826302,0.212039155,CM009482.1,LG7,A
RBBH-1060,-1.062875591,0.03786757,male_biased,0.42243279,0.314408283,CM009483.1,LG8,A
RBBH-10600,0.152259875,0.965858001,Unbiased,-2.251256506,1.09E-17,CM009480.1,LG5,A
RBBH-10601,-0.200000814,0.911220267,Unbiased,-0.069507353,0.856211873,CM009476.1,LG13,X
RBBH-10605,0.286713335,0.87688525,Unbiased,-0.305227741,0.352786818,CM009479.1,LG4,A
RBBH-10606,0.080837911,0.989215886,Unbiased,-0.179673169,0.766276213,PGFK01001788.1,NA,NA
RBBH-10607,1.101140832,0.018428194,female_biased,-0.667109425,0.054058684,CM009481.1,LG6,A
RBBH-10609,0.268717065,0.946068824,Unbiased,-0.682214817,0.06706461,PGFK01002287.1,NA,NA
RBBH-1061,0.361889874,0.924093981,Unbiased,-0.776436913,0.20499954,CM009478.1,LG3,A
RBBH-10610,-0.189771013,0.947569712,Unbiased,-0.546390073,0.063866979,CM009478.1,LG3,A
RBBH-10612,-0.396509295,0.722764035,Unbiased,0.181443212,0.606414853,PGFK01000384.1,NA,NA
RBBH-10615,0.411516409,0.775922349,Unbiased,0.675943123,0.033801116,CM009479.1,LG4,A
RBBH-10616,0.426621296,0.564790813,Unbiased,-0.28915975,0.352472827,PGFK01000994.1,NA,NA
RBBH-10617,0.111184269,0.978549372,Unbiased,0.166600672,0.664225836,CM009478.1,LG3,A
RBBH-10619,-0.081701475,0.984618865,Unbiased,-0.452072303,0.139093019,CM009472.1,LG1,A
RBBH-10621,-0.5100918,0.461470112,Unbiased,0.48662636,0.183915181,CM009477.1,LG2,A
RBBH-10622,0.097280324,0.980980293,Unbiased,-0.016970287,0.969137705,CM009480.1,LG5,A
RBBH-10624,-0.355742994,0.942798158,Unbiased,-0.039428988,0.950994076,CM009478.1,LG3,A
RBBH-10626,-0.397357449,0.895298094,Unbiased,0.798664641,0.091525423,CM009478.1,LG3,A
RBBH-10628,-0.355466843,0.806927131,Unbiased,0.45677115,0.145639226,CM009478.1,LG3,A
RBBH-10629,-0.544747764,0.376395872,Unbiased,0.332027036,0.218615089,CM009477.1,LG2,A
RBBH-10630,0.410579475,0.764902965,Unbiased,0.077513002,0.868975093,CM009474.1,LG11,A
RBBH-10632,-0.275834319,0.885405977,Unbiased,0.630191971,0.027930216,CM009483.1,LG8,A
RBBH-10633,0.319719892,0.895298094,Unbiased,-0.198511724,0.707440332,CM009483.1,LG8,A
RBBH-10634,0.896429767,0.342847556,Unbiased,-0.660137681,0.079663373,CM009480.1,LG5,A
RBBH-10635,-0.119560614,0.985537895,Unbiased,0.761809097,0.117628256,CM009478.1,LG3,A
RBBH-10636,-0.101180615,0.984255436,Unbiased,-0.097913157,0.853449746,CM009478.1,LG3,A
RBBH-10637,0.102755257,0.978351944,Unbiased,-1.82064451,9.45E-15,CM009478.1,LG3,A
RBBH-1064,-0.050968552,0.99594508,Unbiased,1.007933733,0.015795817,CM009479.1,LG4,A
RBBH-10642,0.388932662,0.895298094,Unbiased,-0.292588537,0.658202327,CM009474.1,LG11,A
RBBH-10643,-0.017577555,0.997686618,Unbiased,-0.25837812,0.750587715,CM009478.1,LG3,A
RBBH-10644,-0.300893243,0.924093981,Unbiased,-0.035135283,0.966442682,CM009472.1,LG1,A
RBBH-10645,-0.164707883,0.972217422,Unbiased,-0.060868061,0.931837942,CM009477.1,LG2,A
RBBH-10647,0.061039907,0.992060377,Unbiased,-0.048400809,0.920687981,CM009478.1,LG3,A
RBBH-10649,0.877886184,0.05187769,Unbiased,0.146859902,0.720128717,CM009482.1,LG7,A
RBBH-1065,0.098959487,0.978481608,Unbiased,0.121320275,0.7261374,CM009479.1,LG4,A
RBBH-10650,-0.247376031,0.924093981,Unbiased,0.475238393,0.144108884,CM009482.1,LG7,A
RBBH-10651,1.698742902,0.008908566,female_biased,-0.342453335,0.368555672,CM009479.1,LG4,A
RBBH-10652,0.493487406,0.671928805,Unbiased,-0.237977239,0.590137462,CM009479.1,LG4,A
RBBH-10653,0.449255086,0.883885183,Unbiased,-0.424360514,0.415076708,CM009478.1,LG3,A
RBBH-10654,0.386161048,0.764902965,Unbiased,-0.024167094,0.959645168,CM009472.1,LG1,A
RBBH-10655,0.384003329,0.902174332,Unbiased,1.424761288,0.001605517,CM009472.1,LG1,A
RBBH-10657,0.072474624,0.992060377,Unbiased,-0.906547032,0.09411687,CM009478.1,LG3,A
RBBH-10658,-0.04765996,0.992060377,Unbiased,0.111203977,0.760055573,CM009478.1,LG3,A
RBBH-10659,1.764473276,0.361193928,Unbiased,-1.086354588,0.272470174,CM009482.1,LG7,A
RBBH-10660,-0.409633412,0.966142763,Unbiased,-0.795445058,0.282653901,CM009474.1,LG11,A
RBBH-10661,-0.033577123,0.99594508,Unbiased,0.17272177,0.580449144,CM009477.1,LG2,A
RBBH-10662,-0.038677005,0.99594508,Unbiased,-0.197280957,0.682099312,CM009481.1,LG6,A
RBBH-10664,-4.06543542,0.000253383,male_biased,-5.938121841,5.01E-11,CM009472.1,LG1,A
RBBH-10667,-0.208530616,0.956319098,Unbiased,0.089447494,0.863696863,CM009473.1,LG10,A
RBBH-10668,-0.019081365,0.997686618,Unbiased,-0.164817848,0.81663432,CM009474.1,LG11,A
RBBH-10669,-0.074744198,0.992661784,Unbiased,-0.235942897,0.759113741,CM009481.1,LG6,A
RBBH-1067,0.278377751,0.915104134,Unbiased,-0.787186501,0.026266247,CM009479.1,LG4,A
RBBH-10670,0.263032232,0.948308622,Unbiased,-0.320204374,0.348230623,CM009481.1,LG6,A
RBBH-10671,-0.147491559,0.971489035,Unbiased,0.196412096,0.620228284,PGFK01001788.1,NA,NA
RBBH-10675,0.14631577,0.969377458,Unbiased,0.216559682,0.601521735,CM009479.1,LG4,A
RBBH-10677,-0.060696038,0.991710912,Unbiased,0.195209524,0.621960422,CM009478.1,LG3,A
RBBH-1068,0.249402674,0.897212739,Unbiased,0.132871356,0.765938925,CM009478.1,LG3,A
RBBH-10680,-0.237031644,0.965858001,Unbiased,-0.232926603,0.716539267,CM009478.1,LG3,A
RBBH-10682,0.073021349,0.985210004,Unbiased,0.220260214,0.460883912,CM009476.1,LG13,X
RBBH-10684,-0.241976781,0.897212739,Unbiased,0.028552623,0.950088298,CM009478.1,LG3,A
RBBH-10685,-0.025343043,0.997640133,Unbiased,0.279902775,0.544017332,CM009477.1,LG2,A
RBBH-10689,0.874947901,0.083047762,Unbiased,-1.049247719,0.000315924,PGFK01003155.1,NA,NA
RBBH-1069,0.046446093,0.992531802,Unbiased,0.703456112,0.002120732,CM009478.1,LG3,A
RBBH-10690,0.438678025,0.751169613,Unbiased,-0.622126122,0.015925964,CM009480.1,LG5,A
RBBH-10695,-1.416345466,0.116963195,Unbiased,1.107688844,0.024049353,CM009482.1,LG7,A
RBBH-10697,0.159502142,0.96896633,Unbiased,-0.243527592,0.554184676,CM009474.1,LG11,A
RBBH-10698,0.051960236,0.994371189,Unbiased,0.510229713,0.112511929,CM009481.1,LG6,A
RBBH-107,1.124893216,0.332022928,Unbiased,-0.016996517,0.983361174,CM009479.1,LG4,A
RBBH-1070,0.217754133,0.938878335,Unbiased,-0.102089794,0.844337443,PGFK01001867.1,NA,NA
RBBH-10700,-0.092791944,0.980980293,Unbiased,0.475565525,0.098875563,PGFK01002792.1,NA,NA
RBBH-10701,-0.171770306,0.978351944,Unbiased,0.093775912,0.90659319,PGFK01000791.1,NA,NA
RBBH-10711,0.434824799,0.674185007,Unbiased,-0.359713078,0.231794485,CM009474.1,LG11,A
RBBH-10715,0.986680431,0.031677582,female_biased,0.215390568,0.572510312,PGFK01002832.1,NA,NA
RBBH-10716,-0.164480375,0.978351944,Unbiased,-0.81459728,0.197243059,CM009477.1,LG2,A
RBBH-10717,-0.242799902,0.885405977,Unbiased,-0.185352621,0.614009306,CM009476.1,LG13,X
RBBH-10718,-0.122472883,0.978351944,Unbiased,0.685212211,0.012860698,CM009481.1,LG6,A
RBBH-1072,-0.311330433,0.930240663,Unbiased,0.617488443,0.330339838,CM009480.1,LG5,A
RBBH-10721,0.328126682,0.895298094,Unbiased,-0.435463136,0.258760437,CM009482.1,LG7,A
RBBH-10722,-0.399319589,0.758442575,Unbiased,0.16186746,0.718408946,CM009481.1,LG6,A
RBBH-10723,-0.472553353,0.764902965,Unbiased,0.650800547,0.104245243,CM009483.1,LG8,A
RBBH-10724,0.090430942,0.983594388,Unbiased,0.13788556,0.746951544,CM009479.1,LG4,A
RBBH-10725,-0.127898621,0.985210004,Unbiased,-0.517141971,0.277678395,CM009479.1,LG4,A
RBBH-10726,0.134867322,0.978351944,Unbiased,0.727297679,0.029671766,CM009472.1,LG1,A
RBBH-10727,0.712855391,0.526160809,Unbiased,0.262917443,0.554918563,CM009482.1,LG7,A
RBBH-10728,-0.828113574,0.053703814,Unbiased,0.306472204,0.352229046,PGFK01001788.1,NA,NA
RBBH-1073,-0.649664336,0.654652527,Unbiased,0.234871071,0.756473732,CM009474.1,LG11,A
RBBH-10730,-0.043323467,0.992661784,Unbiased,0.084575372,0.832286686,CM009478.1,LG3,A
RBBH-10732,0.224254948,0.924093981,Unbiased,0.48932425,0.098245886,CM009472.1,LG1,A
RBBH-10734,-0.067708156,0.99594508,Unbiased,0.927985756,0.114294716,CM009478.1,LG3,A
RBBH-10737,-0.601124039,0.349589785,Unbiased,-0.139434734,0.743820944,CM009479.1,LG4,A
RBBH-10738,0.476762899,0.800233923,Unbiased,-0.33813811,0.467717251,CM009481.1,LG6,A
RBBH-10739,-0.161872334,0.956933777,Unbiased,0.255269529,0.432431374,PGFK01000689.1,NA,NA
RBBH-1074,-0.043238695,0.99542733,Unbiased,-0.128368195,0.735315429,CM009482.1,LG7,A
RBBH-10740,0.349125157,0.742151384,Unbiased,-0.300296454,0.352195367,CM009479.1,LG4,A
RBBH-10741,0.332573169,0.853237866,Unbiased,0.040191261,0.943299248,CM009476.1,LG13,X
RBBH-10742,0.420245527,0.884906831,Unbiased,-0.483077305,0.372887518,NA,NA,NA
RBBH-10744,-0.360579951,0.859789269,Unbiased,0.081616322,0.870445827,CM009484.1,LG9,A
RBBH-10745,0.078871626,0.989215886,Unbiased,-0.398947227,0.196697518,CM009478.1,LG3,A
RBBH-10746,-2.81630933,4.64E-12,male_biased,0.823210178,0.075205525,CM009477.1,LG2,A
RBBH-10747,0.376546999,0.813447156,Unbiased,-0.469663471,0.077088628,CM009483.1,LG8,A
RBBH-10750,-0.031289976,0.99594508,Unbiased,0.61889045,0.006541581,CM009474.1,LG11,A
RBBH-10751,-0.020622556,0.997640133,Unbiased,-0.352724331,0.337208497,CM009474.1,LG11,A
RBBH-10753,-0.408165022,0.916592241,Unbiased,1.146727043,0.004783339,CM009481.1,LG6,A
RBBH-10754,-0.748100169,0.164805139,Unbiased,0.996356338,0.000352346,CM009477.1,LG2,A
RBBH-10755,0.111376753,0.98862632,Unbiased,-0.715641301,0.142449926,CM009472.1,LG1,A
RBBH-10756,0.083527722,0.9874089,Unbiased,-0.352309286,0.455183594,CM009481.1,LG6,A
RBBH-10757,0.003857395,0.998561892,Unbiased,-0.101741899,0.787732458,CM009472.1,LG1,A
RBBH-1076,0.060768275,0.995088128,Unbiased,-0.057262264,0.942498044,CM009479.1,LG4,A
RBBH-10760,-0.176431802,0.951104896,Unbiased,-0.026612568,0.955204229,CM009478.1,LG3,A
RBBH-10761,-0.324974745,0.962362897,Unbiased,0.626787744,0.26701195,CM009472.1,LG1,A
